Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)	Subcellular location [CC]
A2AH22	reviewed	AMRA1_MOUSE	Activating molecule in BECN1-regulated autophagy protein 1	Ambra1 Kiaa1736	Mus musculus (Mouse)	1300	autophagosome [GO:0005776]; axoneme [GO:0005930]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cellular response to starvation [GO:0009267]; mitophagy [GO:0000423]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of neuron apoptotic process [GO:0043524]; neural tube development [GO:0021915]; positive regulation of autophagy [GO:0010508]; positive regulation of free ubiquitin chain polymerization [GO:1904544]; positive regulation of mitophagy [GO:1901526]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of regulatory T cell differentiation [GO:0045591]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of transcription by RNA polymerase II [GO:0006357]; response to mitochondrial depolarisation [GO:0098780]	autophagosome [GO:0005776]; axoneme [GO:0005930]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; GTPase binding [GO:0051020]; molecular function inhibitor activity [GO:0140678]; protein phosphatase binding [GO:0019903]; ubiquitin ligase-substrate adaptor activity [GO:1990756]; ubiquitin protein ligase binding [GO:0031625]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cellular response to starvation [GO:0009267]; mitophagy [GO:0000423]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of neuron apoptotic process [GO:0043524]; neural tube development [GO:0021915]; positive regulation of autophagy [GO:0010508]; positive regulation of free ubiquitin chain polymerization [GO:1904544]; positive regulation of mitophagy [GO:1901526]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of regulatory T cell differentiation [GO:0045591]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of transcription by RNA polymerase II [GO:0006357]; response to mitochondrial depolarisation [GO:0098780]	GTPase binding [GO:0051020]; molecular function inhibitor activity [GO:0140678]; protein phosphatase binding [GO:0019903]; ubiquitin ligase-substrate adaptor activity [GO:1990756]; ubiquitin protein ligase binding [GO:0031625]	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9C0C7}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9C0C7}. Cytoplasmic vesicle, autophagosome {ECO:0000305|PubMed:17589504, ECO:0000305|PubMed:24089209, ECO:0000305|PubMed:28362576, ECO:0000305|PubMed:32616651}. Mitochondrion {ECO:0000250|UniProtKB:Q9C0C7}. Cytoplasm, cytosol {ECO:0000269|PubMed:21753002, ECO:0000269|PubMed:24980959}. Nucleus {ECO:0000269|PubMed:24980959, ECO:0000269|PubMed:28362576, ECO:0000269|PubMed:32616651}. Cell junction, focal adhesion {ECO:0000269|PubMed:28362576}. Note=Localizes to the cytoskeleton in absence of autophagy induction. Upon autophagy induction, AMBRA1 relocalizes to the endoplasmic reticulum to enable autophagosome nucleation (By similarity). Partially localizes at mitochondria in normal conditions (By similarity). Localizes also to discrete punctae along the ciliary axoneme (PubMed:24089209). {ECO:0000250|UniProtKB:Q9C0C7, ECO:0000269|PubMed:24089209}.
A2AIW0	reviewed	ENTR1_MOUSE	Endosome-associated-trafficking regulator 1 (Serologically defined colon cancer antigen 3)	Entr1 Sdccag3	Mus musculus (Mouse)	432	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; early endosome [GO:0005769]; endosome [GO:0005768]; midbody [GO:0030496]; recycling endosome [GO:0055037]; retromer complex [GO:0030904]	cell cycle [GO:0007049]; cell division [GO:0051301]; cell projection organization [GO:0030030]; endocytic recycling [GO:0032456]; positive regulation of cilium assembly [GO:0045724]; positive regulation of protein localization to cilium [GO:1903566]; protein transport [GO:0015031]; regulation of cytokinesis [GO:0032465]	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; early endosome [GO:0005769]; endosome [GO:0005768]; midbody [GO:0030496]; recycling endosome [GO:0055037]; retromer complex [GO:0030904]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell projection organization [GO:0030030]; endocytic recycling [GO:0032456]; positive regulation of cilium assembly [GO:0045724]; positive regulation of protein localization to cilium [GO:1903566]; protein transport [GO:0015031]; regulation of cytokinesis [GO:0032465]		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16332174}. Early endosome {ECO:0000250|UniProtKB:Q96C92}. Endosome {ECO:0000250|UniProtKB:Q96C92}. Recycling endosome {ECO:0000250|UniProtKB:Q96C92}. Midbody {ECO:0000250|UniProtKB:Q96C92}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q96C92}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:Q96C92}. Note=Colocalizes in a WASHC2-dependent manner with the retromer CSC complex at endosomes. During cytokinesis colocalized with PTPN13 at the midbody. Colocalizes with IFT88 and gamma-tubulin at the basal body of primary cilia. Colocalizes with IFT88 and pericentrin at the centrosome. {ECO:0000250|UniProtKB:Q96C92}.
A2AL36	reviewed	CNTRL_MOUSE	Centriolin (Centrosomal protein 1) (Centrosomal protein of 110 kDa) (Cep110)	Cntrl Cep1 Cep110	Mus musculus (Mouse)	2334	axoneme [GO:0005930]; centriolar satellite [GO:0034451]; centriolar subdistal appendage [GO:0120103]; centrosome [GO:0005813]; cytosol [GO:0005829]; Flemming body [GO:0090543]; meiotic spindle [GO:0072687]; meiotic spindle pole [GO:0090619]; mitotic spindle pole [GO:0097431]; perinuclear region of cytoplasm [GO:0048471]	aorta development [GO:0035904]; axoneme assembly [GO:0035082]; cardiac septum development [GO:0003279]; cell cycle [GO:0007049]; coronary vasculature development [GO:0060976]; female germ-line stem cell asymmetric division [GO:0048132]; kidney development [GO:0001822]; ventricular septum development [GO:0003281]	axoneme [GO:0005930]; centriolar satellite [GO:0034451]; centriolar subdistal appendage [GO:0120103]; centrosome [GO:0005813]; cytosol [GO:0005829]; Flemming body [GO:0090543]; meiotic spindle [GO:0072687]; meiotic spindle pole [GO:0090619]; mitotic spindle pole [GO:0097431]; perinuclear region of cytoplasm [GO:0048471]; dynein complex binding [GO:0070840]; aorta development [GO:0035904]; axoneme assembly [GO:0035082]; cardiac septum development [GO:0003279]; cell cycle [GO:0007049]; coronary vasculature development [GO:0060976]; female germ-line stem cell asymmetric division [GO:0048132]; kidney development [GO:0001822]; ventricular septum development [GO:0003281]	dynein complex binding [GO:0070840]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q7Z7A1}. Midbody, Midbody ring {ECO:0000250|UniProtKB:Q7Z7A1}.
A2ALU4	reviewed	SHRM2_MOUSE	Protein Shroom2 (Protein Apxl)	Shroom2 Apxl	Mus musculus (Mouse)	1481	adherens junction [GO:0005912]; apical junction complex [GO:0043296]; apical plasma membrane [GO:0016324]; bicellular tight junction [GO:0005923]; cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]	actin filament organization [GO:0007015]; apical protein localization [GO:0045176]; brain development [GO:0007420]; camera-type eye development [GO:0043010]; camera-type eye morphogenesis [GO:0048593]; cell migration [GO:0016477]; cell-cell junction maintenance [GO:0045217]; cellular pigment accumulation [GO:0043482]; ear development [GO:0043583]; establishment of melanosome localization [GO:0032401]; eye pigment granule organization [GO:0008057]; lens morphogenesis in camera-type eye [GO:0002089]; melanosome organization [GO:0032438]; negative regulation of actin filament depolymerization [GO:0030835]	adherens junction [GO:0005912]; apical junction complex [GO:0043296]; apical plasma membrane [GO:0016324]; bicellular tight junction [GO:0005923]; cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; beta-catenin binding [GO:0008013]; protein domain specific binding [GO:0019904]; actin filament organization [GO:0007015]; apical protein localization [GO:0045176]; brain development [GO:0007420]; camera-type eye development [GO:0043010]; camera-type eye morphogenesis [GO:0048593]; cell migration [GO:0016477]; cell-cell junction maintenance [GO:0045217]; cellular pigment accumulation [GO:0043482]; ear development [GO:0043583]; establishment of melanosome localization [GO:0032401]; eye pigment granule organization [GO:0008057]; lens morphogenesis in camera-type eye [GO:0002089]; melanosome organization [GO:0032438]; negative regulation of actin filament depolymerization [GO:0030835]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; beta-catenin binding [GO:0008013]; protein domain specific binding [GO:0019904]	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:16684770}. Cell junction, tight junction {ECO:0000269|PubMed:16684770}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16684770}. Note=Associates with cortical F-actin.
A2AMT1	reviewed	BFSP1_MOUSE	Filensin (Beaded filament structural protein 1) (Lens fiber cell beaded-filament structural protein CP 95) (CP95) [Cleaved into: Filensin C-terminal fragment; Filensin N-terminal fragment]	Bfsp1	Mus musculus (Mouse)	669	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; intermediate filament [GO:0005882]; plasma membrane [GO:0005886]	cell maturation [GO:0048469]; intermediate filament organization [GO:0045109]; lens fiber cell development [GO:0070307]	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; intermediate filament [GO:0005882]; plasma membrane [GO:0005886]; structural constituent of eye lens [GO:0005212]; cell maturation [GO:0048469]; intermediate filament organization [GO:0045109]; lens fiber cell development [GO:0070307]	structural constituent of eye lens [GO:0005212]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19029034}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q06002}; Cytoplasmic side {ECO:0000250|UniProtKB:Q06002}. Cytoplasm {ECO:0000269|PubMed:19029034, ECO:0000269|PubMed:27559293}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q06002}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q06002}.
A2AN08	reviewed	UBR4_MOUSE	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600)	Ubr4 Kiaa0462 Zubr1	Mus musculus (Mouse)	5180	centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]	negative regulation of fatty acid biosynthetic process [GO:0045717]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; negative regulation of fatty acid biosynthetic process [GO:0045717]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Nucleus {ECO:0000250}. Note=Concentrates at the leading edge of membrane structures involved in actin motility. {ECO:0000250}.
A2APB8	reviewed	TPX2_MOUSE	Targeting protein for Xklp2	Tpx2	Mus musculus (Mouse)	745	aster [GO:0005818]; axon hillock [GO:0043203]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle pole [GO:0000922]	activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; cell division [GO:0051301]; microtubule nucleation [GO:0007020]; mitotic spindle assembly [GO:0090307]; negative regulation of microtubule depolymerization [GO:0007026]; regulation of mitotic spindle organization [GO:0060236]; spindle assembly [GO:0051225]	aster [GO:0005818]; axon hillock [GO:0043203]; cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle pole [GO:0000922]; importin-alpha family protein binding [GO:0061676]; protein kinase binding [GO:0019901]; activation of protein kinase activity [GO:0032147]; apoptotic process [GO:0006915]; cell division [GO:0051301]; microtubule nucleation [GO:0007020]; mitotic spindle assembly [GO:0090307]; negative regulation of microtubule depolymerization [GO:0007026]; regulation of mitotic spindle organization [GO:0060236]; spindle assembly [GO:0051225]	importin-alpha family protein binding [GO:0061676]; protein kinase binding [GO:0019901]	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9ULW0}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:27753540}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q9ULW0}. Note=During mitosis it is strictly associated with the spindle pole and with the mitotic spindle, whereas during S and G2, it is diffusely distributed throughout the nucleus. Is released from the nucleus in apoptotic cells and is detected on apoptotic microtubules. {ECO:0000250|UniProtKB:Q9ULW0}.
A2APC3	reviewed	TTLL9_MOUSE	Probable tubulin polyglutamylase TTLL9 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 9)	Ttll9	Mus musculus (Mouse)	461	ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; motile cilium [GO:0031514]	flagellated sperm motility [GO:0030317]; microtubule cytoskeleton organization [GO:0000226]; protein polyglutamylation [GO:0018095]	ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; motile cilium [GO:0031514]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tubulin binding [GO:0015631]; tubulin-glutamic acid ligase activity [GO:0070740]; flagellated sperm motility [GO:0030317]; microtubule cytoskeleton organization [GO:0000226]; protein polyglutamylation [GO:0018095]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tubulin binding [GO:0015631]; tubulin-glutamic acid ligase activity [GO:0070740]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:17499049}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:17499049}. Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000305|PubMed:27257088}.
A2AQ07	reviewed	TBB1_MOUSE	Tubulin beta-1 chain	Tubb1	Mus musculus (Mouse)	451	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]	microtubule cytoskeleton organization [GO:0000226]; microtubule polymerization [GO:0046785]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]; platelet aggregation [GO:0070527]; platelet formation [GO:0030220]; spindle assembly [GO:0051225]; thyroid gland development [GO:0030878]; thyroid hormone transport [GO:0070327]	cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; microtubule polymerization [GO:0046785]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]; platelet aggregation [GO:0070527]; platelet formation [GO:0030220]; spindle assembly [GO:0051225]; thyroid gland development [GO:0030878]; thyroid hormone transport [GO:0070327]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
A2AQ25	reviewed	SKT_MOUSE	Sickle tail protein (Enhancer trap locus 4)	Skt Etl4 Kiaa1217	Mus musculus (Mouse)	1946	centrosome [GO:0005813]; cytoplasm [GO:0005737]	embryonic skeletal system development [GO:0048706]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; embryonic skeletal system development [GO:0048706]		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q5T5P2}. Cytoplasm {ECO:0000269|PubMed:16204209}.
A2AUC9	reviewed	KLH41_MOUSE	Kelch-like protein 41 (Kelch repeat and BTB domain-containing protein 10)	Klhl41 Kbtbd10	Mus musculus (Mouse)	606	Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; M band [GO:0031430]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]; ruffle [GO:0001726]; sarcoplasmic reticulum membrane [GO:0033017]	myofibril assembly [GO:0030239]; protein ubiquitination [GO:0016567]; pseudopodium assembly [GO:0031269]; regulation of myoblast differentiation [GO:0045661]; regulation of myoblast proliferation [GO:2000291]; regulation of skeletal muscle cell differentiation [GO:2001014]; skeletal muscle cell differentiation [GO:0035914]	Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; M band [GO:0031430]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]; ruffle [GO:0001726]; sarcoplasmic reticulum membrane [GO:0033017]; myofibril assembly [GO:0030239]; protein ubiquitination [GO:0016567]; pseudopodium assembly [GO:0031269]; regulation of myoblast differentiation [GO:0045661]; regulation of myoblast proliferation [GO:2000291]; regulation of skeletal muscle cell differentiation [GO:2001014]; skeletal muscle cell differentiation [GO:0035914]		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18178185, ECO:0000269|PubMed:22562206}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:18178185}. Cell projection, pseudopodium {ECO:0000250|UniProtKB:Q9ER30}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q9ER30}. Cytoplasm, myofibril, sarcomere, M line {ECO:0000269|PubMed:22562206}. Sarcoplasmic reticulum membrane {ECO:0000269|PubMed:24268659}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:24268659}. Note=Predominantly cytoplasmic but can colocalize with F-actin at the membrane ruffle-like structures at the tips of transformation-specific pseudopodia.
A2AUM9	reviewed	CE152_MOUSE	Centrosomal protein of 152 kDa (Cep152)	Cep152 Kiaa0912	Mus musculus (Mouse)	1736	centriole [GO:0005814]; centrosome [GO:0005813]; deuterosome [GO:0098536]; nucleoplasm [GO:0005654]; pericentriolar material [GO:0000242]; procentriole [GO:0120098]; procentriole replication complex [GO:0120099]	cell projection organization [GO:0030030]; centriole replication [GO:0007099]; centrosome duplication [GO:0051298]; de novo centriole assembly involved in multi-ciliated epithelial cell differentiation [GO:0098535]	centriole [GO:0005814]; centrosome [GO:0005813]; deuterosome [GO:0098536]; nucleoplasm [GO:0005654]; pericentriolar material [GO:0000242]; procentriole [GO:0120098]; procentriole replication complex [GO:0120099]; protein kinase binding [GO:0019901]; cell projection organization [GO:0030030]; centriole replication [GO:0007099]; centrosome duplication [GO:0051298]; de novo centriole assembly involved in multi-ciliated epithelial cell differentiation [GO:0098535]	protein kinase binding [GO:0019901]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:O94986}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:O94986}. Note=Colocalizes with CDK5RAP2, WDR62 and CEP63 in a discrete ring around the proximal end of the parental centriole (By similarity). At this site, a cohesive structure is predicted to engage parental centrioles and procentrioles (By similarity). Localizes to the deuterosome (PubMed:24240477). Localizes to pericentriolar material (PCM) (By similarity). {ECO:0000250|UniProtKB:O94986, ECO:0000269|PubMed:24240477}.
