Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)	Subcellular location [CC]
Q8BT51	reviewed	COA4_MOUSE	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8)	COA4 Chchd8	Mus musculus (Mouse)	87	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]	mitochondrial cytochrome c oxidase assembly [GO:0033617]	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; mitochondrial cytochrome c oxidase assembly [GO:0033617]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9NYJ1}.
Q8BTA7	unreviewed	Q8BTA7_MOUSE	ATP synthase F1 subunit epsilon (ATPase inhibitor, mitochondrial)	Atpif1	Mus musculus (Mouse)	60	mitochondrion [GO:0005739]	negative regulation of ATP-dependent activity [GO:0032780]	mitochondrion [GO:0005739]; ATPase inhibitor activity [GO:0042030]; negative regulation of ATP-dependent activity [GO:0032780]	ATPase inhibitor activity [GO:0042030]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|ARBA:ARBA00004173, ECO:0000256|RuleBase:RU368087}.
Q8BTB6	unreviewed	Q8BTB6_MOUSE	ATP synthase subunit e, mitochondrial	Atp5k	Mus musculus (Mouse)	38	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]	proton motive force-driven ATP synthesis [GO:0015986]	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; proton transmembrane transporter activity [GO:0015078]; proton motive force-driven ATP synthesis [GO:0015986]	proton transmembrane transporter activity [GO:0015078]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU367005}.
Q8BTB8	unreviewed	Q8BTB8_MOUSE	39S ribosomal protein L49, mitochondrial	Mrpl49	Mus musculus (Mouse)	123	mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	translation [GO:0006412]	mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|ARBA:ARBA00004173}.
Q8BTE8	unreviewed	Q8BTE8_MOUSE	Armadillo repeat-containing domain-containing protein	Armcx2	Mus musculus (Mouse)	784	mitochondrial outer membrane [GO:0005741]		mitochondrial outer membrane [GO:0005741]		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00004572}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004572}.
Q8BTE9	unreviewed	Q8BTE9_MOUSE	Armadillo repeat-containing domain-containing protein	Armcx2	Mus musculus (Mouse)	722	mitochondrial outer membrane [GO:0005741]		mitochondrial outer membrane [GO:0005741]		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00004572}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004572}.
Q8BU20	unreviewed	Q8BU20_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	Ndufb5	Mus musculus (Mouse)	189	mitochondrial inner membrane [GO:0005743]		mitochondrial inner membrane [GO:0005743]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004298}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004298}; Matrix side {ECO:0000256|ARBA:ARBA00004298}.
Q8BU88	reviewed	RM22_MOUSE	Large ribosomal subunit protein uL22m (39S ribosomal protein L22, mitochondrial) (L22mt) (MRP-L22)	Mrpl22	Mus musculus (Mouse)	206	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]; ribosome assembly [GO:0042255]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; ribosome assembly [GO:0042255]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9NWU5}.
Q8BUY5	reviewed	TIDC1_MOUSE	Complex I assembly factor TIMMDC1, mitochondrial (Translocase of inner mitochondrial membrane domain-containing protein 1) (TIMM domain containing-protein 1)	Timmdc1	Mus musculus (Mouse)	285	mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]		mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]		SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8BW66	reviewed	S2548_MOUSE	Solute carrier family 25 member 48	Slc25a48	Mus musculus (Mouse)	306	mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]		mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8BXV2	reviewed	BRI3B_MOUSE	BRI3-binding protein (I3-binding protein)	Bri3bp	Mus musculus (Mouse)	253	mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]		mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]		SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8C0Y3	unreviewed	Q8C0Y3_MOUSE	Mitochondrial import receptor subunit TOM40B	Tomm40l Nr1i3	Mus musculus (Mouse)	231	mitochondrial outer membrane [GO:0005741]	protein import into mitochondrial matrix [GO:0030150]	mitochondrial outer membrane [GO:0005741]; protein transmembrane transporter activity [GO:0008320]; protein import into mitochondrial matrix [GO:0030150]	protein transmembrane transporter activity [GO:0008320]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00004374}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004374}.
Q8C140	unreviewed	Q8C140_MOUSE	EF-hand domain-containing protein	Slc25a13	Mus musculus (Mouse)	675	mitochondrial inner membrane [GO:0005743]	transmembrane transport [GO:0055085]	mitochondrial inner membrane [GO:0005743]; calcium ion binding [GO:0005509]; transmembrane transport [GO:0055085]	calcium ion binding [GO:0005509]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004448}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004448}.
Q8C2Z6	unreviewed	Q8C2Z6_MOUSE	MICOS complex subunit MIC25	Chchd6	Mus musculus (Mouse)	236	MICOS complex [GO:0061617]		MICOS complex [GO:0061617]		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004635}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004635}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00034476}; Lipid-anchor {ECO:0000256|ARBA:ARBA00034476}.
Q8C3V7	unreviewed	Q8C3V7_MOUSE	Ferrochelatase (EC 4.98.1.1)	Fech	Mus musculus (Mouse)	415	mitochondrial inner membrane [GO:0005743]	heme biosynthetic process [GO:0006783]	mitochondrial inner membrane [GO:0005743]; ferrochelatase activity [GO:0004325]; heme biosynthetic process [GO:0006783]	ferrochelatase activity [GO:0004325]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000607}.
Q8C3X2	reviewed	CC90B_MOUSE	Coiled-coil domain-containing protein 90B, mitochondrial	Ccdc90b	Mus musculus (Mouse)	256	mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]		mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]		SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250|UniProtKB:Q9GZT6}; Single-pass membrane protein {ECO:0000255}.
Q8C6H9	unreviewed	Q8C6H9_MOUSE	Protein-serine/threonine kinase (EC 2.7.11.-)	Bckdk	Mus musculus (Mouse)	412	mitochondrial matrix [GO:0005759]	phosphorylation [GO:0016310]	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305, ECO:0000256|RuleBase:RU366032}.
Q8CAK1	reviewed	CAF17_MOUSE	Putative transferase CAF17 homolog, mitochondrial (EC 2.1.-.-) (Iron-sulfur cluster assembly factor homolog)	Iba57	Mus musculus (Mouse)	358	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	heme biosynthetic process [GO:0006783]; iron-sulfur cluster assembly [GO:0016226]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; transferase activity [GO:0016740]; heme biosynthetic process [GO:0006783]; iron-sulfur cluster assembly [GO:0016226]	transferase activity [GO:0016740]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q8CE97	reviewed	CO062_MOUSE	Uncharacterized protein C15orf62 homolog, mitochondrial	Gm14137	Mus musculus (Mouse)	175	cytoplasm [GO:0005737]; membrane [GO:0016020]; mitochondrion [GO:0005739]	positive regulation of actin filament polymerization [GO:0030838]; positive regulation of pseudopodium assembly [GO:0031274]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]; membrane [GO:0016020]; mitochondrion [GO:0005739]; small GTPase binding [GO:0031267]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of pseudopodium assembly [GO:0031274]; regulation of cell shape [GO:0008360]	small GTPase binding [GO:0031267]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q8CEI1	reviewed	BOLA3_MOUSE	BolA-like protein 3	Bola3	Mus musculus (Mouse)	110	cytosol [GO:0005829]; iron-sulfur cluster assembly complex [GO:1990229]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]	protein maturation by [4Fe-4S] cluster transfer [GO:0106035]	cytosol [GO:0005829]; iron-sulfur cluster assembly complex [GO:1990229]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]; protein maturation by [4Fe-4S] cluster transfer [GO:0106035]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q53S33}.
Q8CFI5	reviewed	SYPM_MOUSE	Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	Pars2	Mus musculus (Mouse)	475	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	prolyl-tRNA aminoacylation [GO:0006433]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]	ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305}.
Q8CGA8	unreviewed	Q8CGA8_MOUSE	Mitochondrial fission regulator	Mtfr1	Mus musculus (Mouse)	328	mitochondrion [GO:0005739]	aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]	mitochondrion [GO:0005739]; aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|RuleBase:RU369053}.
Q8CH41	unreviewed	Q8CH41_MOUSE	Nucleoside diphosphate-linked moiety X motif 6 (Nudix motif 6) (EC 3.6.1.-)	Nudt6 Asfgf2a	Mus musculus (Mouse)	147	mitochondrion [GO:0005739]; nucleus [GO:0005634]		mitochondrion [GO:0005739]; nucleus [GO:0005634]; hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU368106}. Nucleus {ECO:0000256|RuleBase:RU368106}. Mitochondrion {ECO:0000256|RuleBase:RU368106}.
Q8CI78	reviewed	RMND1_MOUSE	Required for meiotic nuclear division protein 1 homolog	Rmnd1	Mus musculus (Mouse)	450	mitochondrion [GO:0005739]	positive regulation of mitochondrial translation [GO:0070131]; translation [GO:0006412]	mitochondrion [GO:0005739]; positive regulation of mitochondrial translation [GO:0070131]; translation [GO:0006412]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9NWS8}. Note=May be localized in mitochondrial RNA granules. {ECO:0000250|UniProtKB:Q9NWS8}.
Q8JZQ1	unreviewed	Q8JZQ1_MOUSE	Mitochondrial import inner membrane translocase subunit TIM23	Timm23	Mus musculus (Mouse)	209	TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]	protein import into mitochondrial matrix [GO:0030150]	TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]; protein transmembrane transporter activity [GO:0008320]; protein import into mitochondrial matrix [GO:0030150]	protein transmembrane transporter activity [GO:0008320]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004448, ECO:0000256|RuleBase:RU364003}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004448, ECO:0000256|RuleBase:RU364003}.
Q8JZS9	reviewed	RM48_MOUSE	Large ribosomal subunit protein mL48 (39S ribosomal protein L48, mitochondrial) (L48mt) (MRP-L48)	Mrpl48	Mus musculus (Mouse)	211	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]; mitochondrial translation [GO:0032543]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q96GC5}.
Q8K126	reviewed	RF1M_MOUSE	Peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)	Mtrf1	Mus musculus (Mouse)	446	mitochondrion [GO:0005739]	mitochondrial translational termination [GO:0070126]	mitochondrion [GO:0005739]; translation release factor activity [GO:0003747]; mitochondrial translational termination [GO:0070126]	translation release factor activity [GO:0003747]	SUBCELLULAR LOCATION: Mitochondrion.
Q8K199	reviewed	COXM2_MOUSE	COX assembly mitochondrial protein 2 homolog	Cmc2	Mus musculus (Mouse)	79	mitochondrion [GO:0005739]		mitochondrion [GO:0005739]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q8K2Q5	reviewed	CHCH7_MOUSE	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	Chchd7	Mus musculus (Mouse)	85	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]	mitochondrial respiratory chain complex assembly [GO:0033108]	mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; mitochondrial respiratory chain complex assembly [GO:0033108]		SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000305}.
Q8K2R3	unreviewed	Q8K2R3_MOUSE	Armcx4 protein	Armcx4 AI448196	Mus musculus (Mouse)	995	mitochondrial outer membrane [GO:0005741]		mitochondrial outer membrane [GO:0005741]		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00004572}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004572}.
Q8R033	reviewed	LYRM2_MOUSE	LYR motif-containing protein 2	Lyrm2	Mus musculus (Mouse)	88	mitochondrion [GO:0005739]	mitochondrial respiratory chain complex I assembly [GO:0032981]	mitochondrion [GO:0005739]; mitochondrial respiratory chain complex I assembly [GO:0032981]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9NU23}.
Q8R1G3	unreviewed	Q8R1G3_MOUSE	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	Alas2	Mus musculus (Mouse)	402	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]	protoporphyrinogen IX biosynthetic process [GO:0006782]	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; 5-aminolevulinate synthase activity [GO:0003870]; pyridoxal phosphate binding [GO:0030170]; protoporphyrinogen IX biosynthetic process [GO:0006782]	5-aminolevulinate synthase activity [GO:0003870]; pyridoxal phosphate binding [GO:0030170]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU910713}; Peripheral membrane protein {ECO:0000256|RuleBase:RU910713}. Note=Localizes to the matrix side of the mitochondrion inner membrane. {ECO:0000256|RuleBase:RU910713}.
Q8R2L0	unreviewed	Q8R2L0_MOUSE	Cytochrome c oxidase subunit (Cytochrome c oxidase polypeptide VIa)	Cox6a2	Mus musculus (Mouse)	97	mitochondrial respiratory chain complex IV [GO:0005751]	oxidative phosphorylation [GO:0006119]	mitochondrial respiratory chain complex IV [GO:0005751]; oxidoreductase activity [GO:0016491]; oxidative phosphorylation [GO:0006119]	oxidoreductase activity [GO:0016491]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004434}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004434}.
Q8R2U8	unreviewed	Q8R2U8_MOUSE	Protein-serine/threonine kinase (EC 2.7.11.-)	Pdk1	Mus musculus (Mouse)	432	mitochondrial matrix [GO:0005759]	phosphorylation [GO:0016310]	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000256|ARBA:ARBA00004305, ECO:0000256|RuleBase:RU366032}.
Q8R2W4	unreviewed	Q8R2W4_MOUSE	Phosphatidylserine decarboxylase proenzyme 2		Mus musculus (Mouse)	537	mitochondrial inner membrane [GO:0005743]	phospholipid biosynthetic process [GO:0008654]	mitochondrial inner membrane [GO:0005743]; calcium ion binding [GO:0005509]; phosphatidylserine decarboxylase activity [GO:0004609]; phospholipid biosynthetic process [GO:0008654]	calcium ion binding [GO:0005509]; phosphatidylserine decarboxylase activity [GO:0004609]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004273}.
Q8R5C0	unreviewed	Q8R5C0_MOUSE	Metaxin	Mtx1	Mus musculus (Mouse)	317	SAM complex [GO:0001401]	mitochondrion organization [GO:0007005]; protein transport [GO:0015031]	SAM complex [GO:0001401]; mitochondrion organization [GO:0007005]; protein transport [GO:0015031]		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}. Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00004294, ECO:0000256|PIRNR:PIRNR038150}.
Q8VDT9	reviewed	RM50_MOUSE	Large ribosomal subunit protein mL50 (39S ribosomal protein L50, mitochondrial) (L50mt) (MRP-L50)	Mrpl50	Mus musculus (Mouse)	159	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; mitochondrial translation [GO:0032543]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q8N5N7}.
Q8W8Y4	unreviewed	Q8W8Y4_MUSMC	Cytochrome b	Cytb CYTB	Mus musculus castaneus (Southeastern Asian house mouse)	381	mitochondrial inner membrane [GO:0005743]; respiratory chain complex III [GO:0045275]	respiratory electron transport chain [GO:0022904]	mitochondrial inner membrane [GO:0005743]; respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; respiratory electron transport chain [GO:0022904]	metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004448}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004448}.
Q8WA48	unreviewed	Q8WA48_MUSMM	Cytochrome b	Cytb CYTB	Mus musculus molossinus (Japanese house mouse)	381	mitochondrial inner membrane [GO:0005743]; respiratory chain complex III [GO:0045275]	respiratory electron transport chain [GO:0022904]	mitochondrial inner membrane [GO:0005743]; respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; respiratory electron transport chain [GO:0022904]	metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004448}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004448}.
Q8WUR0	reviewed	CS012_MOUSE	Protein C19orf12 homolog		Mus musculus (Mouse)	141	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]	apoptotic process [GO:0006915]; autophagy [GO:0006914]; mitochondrial calcium ion homeostasis [GO:0051560]; response to oxidative stress [GO:0006979]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; apoptotic process [GO:0006915]; autophagy [GO:0006914]; mitochondrial calcium ion homeostasis [GO:0051560]; response to oxidative stress [GO:0006979]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9NSK7}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q9NSK7}; Single-pass membrane protein {ECO:0000255}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9NSK7}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9NSK7}. Note=In response to oxidative stress, relocates to the cytosol forming aggregates that partially co-localize with mitochondria. {ECO:0000250|UniProtKB:Q9NSK7}.
Q91V16	reviewed	ETFR1_MOUSE	Electron transfer flavoprotein regulatory factor 1 (Growth hormone-inducible soluble protein) (LYR motif-containing protein 5)	Etfrf1 Lyrm5	Mus musculus (Mouse)	86	mitochondrion [GO:0005739]	respiratory electron transport chain [GO:0022904]	mitochondrion [GO:0005739]; respiratory electron transport chain [GO:0022904]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q6IPR1}.
Q91VA7	unreviewed	Q91VA7_MOUSE	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	Idh3b	Mus musculus (Mouse)	384	mitochondrial isocitrate dehydrogenase complex (NAD+) [GO:0005962]; mitochondrion [GO:0005739]	2-oxoglutarate metabolic process [GO:0006103]; isocitrate metabolic process [GO:0006102]; NADH metabolic process [GO:0006734]; tricarboxylic acid cycle [GO:0006099]	mitochondrial isocitrate dehydrogenase complex (NAD+) [GO:0005962]; mitochondrion [GO:0005739]; isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; 2-oxoglutarate metabolic process [GO:0006103]; isocitrate metabolic process [GO:0006102]; NADH metabolic process [GO:0006734]; tricarboxylic acid cycle [GO:0006099]	isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|ARBA:ARBA00004173, ECO:0000256|RuleBase:RU361266}.
Q91W09	unreviewed	Q91W09_MOUSE	Ferrochelatase (EC 4.98.1.1)	Fech fch	Mus musculus (Mouse)	395	mitochondrial inner membrane [GO:0005743]	heme biosynthetic process [GO:0006783]	mitochondrial inner membrane [GO:0005743]; ferrochelatase activity [GO:0004325]; heme biosynthetic process [GO:0006783]	ferrochelatase activity [GO:0004325]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000607}.
Q91YP0	reviewed	L2HDH_MOUSE	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2) (Duranin)	L2hgdh	Mus musculus (Mouse)	464	membrane [GO:0016020]; mitochondrion [GO:0005739]	small molecule metabolic process [GO:0044281]	membrane [GO:0016020]; mitochondrion [GO:0005739]; 2-hydroxyglutarate dehydrogenase activity [GO:0047545]; small molecule metabolic process [GO:0044281]	2-hydroxyglutarate dehydrogenase activity [GO:0047545]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q91YY4	reviewed	ATPF2_MOUSE	ATP synthase mitochondrial F1 complex assembly factor 2	Atpaf2	Mus musculus (Mouse)	289	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]	mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q921S7	reviewed	RM37_MOUSE	Large ribosomal subunit protein mL37 (39S ribosomal protein L37, mitochondrial) (L37mt) (MRP-L37)	Mrpl37	Mus musculus (Mouse)	423	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]	mitochondrial translation [GO:0032543]	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]	structural constituent of ribosome [GO:0003735]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9BZE1}.
Q923F9	unreviewed	Q923F9_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	Ndufs4	Mus musculus (Mouse)	162	mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]	electron transport chain [GO:0022900]	mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]; electron transport chain [GO:0022900]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU367010}; Peripheral membrane protein {ECO:0000256|RuleBase:RU367010}; Matrix side {ECO:0000256|RuleBase:RU367010}.
