"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","X.1","NegControl.1","NegControl.2","INT.1","INT.2","INT.3","INT.4","POS.1","POS.2","POS.3","POS.4","pvalue","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","X","log10pvalue","diffexpressed","unpacked"
"1598","Q9CQQ7","Q9CQQ7","reviewed","AT5F1_MOUSE","ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase peripheral stalk-membrane subunit b) (ATP synthase subunit b) (ATPase subunit b)","Atp5pb Atp5f1","Mus musculus (Mouse)",256,"ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]","mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; ATP hydrolysis activity [GO:0016887]; protein-containing complex binding [GO:0044877]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","ATP hydrolysis activity [GO:0016887]; protein-containing complex binding [GO:0044877]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",1019,15.10710183,14.3451448,16.54384393,17.06281058,16.39099612,16.9404029,15.13959132,16.85719201,16.42048895,16.26969286,0.198801989,-0.562772097,0.198801989,0.435379066,NA,7.01579274831043,"NS","Q9CQQ7"
"1599","Q9CQS4","Q9CQS4","reviewed","S2546_MOUSE","Mitochondrial outer membrane protein SLC25A46 (Solute carrier family 25 member 46)","Slc25a46","Mus musculus (Mouse)",418,"autophagy of mitochondrion [GO:0000422]; axon development [GO:0061564]; cerebellar Purkinje cell differentiation [GO:0021702]; cristae formation [GO:0042407]; dendrite development [GO:0016358]; locomotion involved in locomotory behavior [GO:0031987]; mitochondrial fission [GO:0000266]; mitochondrial membrane fission [GO:0090149]; mitochondrial transport [GO:0006839]; mitochondrion organization [GO:0007005]; myelination in peripheral nervous system [GO:0022011]; optic nerve development [GO:0021554]; peripheral nervous system neuron axonogenesis [GO:0048936]; phospholipid homeostasis [GO:0055091]; protein-containing complex assembly [GO:0065003]; respiratory chain complex IV assembly [GO:0008535]; synapse assembly [GO:0007416]","mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]","mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; protein-containing complex binding [GO:0044877]; autophagy of mitochondrion [GO:0000422]; axon development [GO:0061564]; cerebellar Purkinje cell differentiation [GO:0021702]; cristae formation [GO:0042407]; dendrite development [GO:0016358]; locomotion involved in locomotory behavior [GO:0031987]; mitochondrial fission [GO:0000266]; mitochondrial membrane fission [GO:0090149]; mitochondrial transport [GO:0006839]; mitochondrion organization [GO:0007005]; myelination in peripheral nervous system [GO:0022011]; optic nerve development [GO:0021554]; peripheral nervous system neuron axonogenesis [GO:0048936]; phospholipid homeostasis [GO:0055091]; protein-containing complex assembly [GO:0065003]; respiratory chain complex IV assembly [GO:0008535]; synapse assembly [GO:0007416]","protein-containing complex binding [GO:0044877]",1290,13.01382407,13.59875041,17.27476033,18.64955091,17.53191445,17.16418021,15.99976528,17.4430727,16.97978989,16.63028879,0.080465587,-0.891872309,0.080465587,0.287629183,NA,10.9438981617152,"NS_INT","Q9CQS4"
"1600","Q9CQV8","Q9CQV8","reviewed","1433B_MOUSE","14-3-3 protein beta/alpha (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]","Ywhab","Mus musculus (Mouse)",246,"cytoplasmic sequestering of protein [GO:0051220]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of protein dephosphorylation [GO:0035308]; positive regulation of catalytic activity [GO:0043085]; protein localization [GO:0008104]; protein targeting [GO:0006605]; signal transduction [GO:0007165]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; melanosome [GO:0042470]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; transcription repressor complex [GO:0017053]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; melanosome [GO:0042470]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; transcription repressor complex [GO:0017053]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; protein kinase inhibitor activity [GO:0004860]; protein-containing complex binding [GO:0044877]; cytoplasmic sequestering of protein [GO:0051220]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; negative regulation of protein dephosphorylation [GO:0035308]; positive regulation of catalytic activity [GO:0043085]; protein localization [GO:0008104]; protein targeting [GO:0006605]; signal transduction [GO:0007165]","enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; protein kinase inhibitor activity [GO:0004860]; protein-containing complex binding [GO:0044877]",647,13.03643924,13.54725605,15.60371258,16.1707075,15.65807644,15.35015,14.5563863,15.98370619,15.71220455,15.5937996,0.518094474,-0.23413747,0.518094474,0.723025678,NA,2.85591039876758,"NS","Q9CQV8"
"1601","Q9CQX2","Q9CQX2","reviewed","CYB5B_MOUSE","Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform)","Cyb5b Cyb5m","Mus musculus (Mouse)",146,"nitric oxide biosynthetic process [GO:0006809]","intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nitric-oxide synthase complex [GO:1903958]","intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nitric-oxide synthase complex [GO:1903958]; enzyme activator activity [GO:0008047]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrite reductase (NO-forming) activity [GO:0050421]; nitric oxide biosynthetic process [GO:0006809]","enzyme activator activity [GO:0008047]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrite reductase (NO-forming) activity [GO:0050421]",686,10.25089054,12.03867898,13.14421211,13.84343039,12.94319244,13.4314976,12.10391066,13.60744591,13.67705892,12.88373154,0.611503436,-0.272546382,0.611503436,0.77932025,NA,2.13601098346997,"NS","Q9CQX2"
"1602","Q9CR57","Q9CR57","reviewed","RL14_MOUSE","60S ribosomal protein L14","Rpl14","Mus musculus (Mouse)",217,"cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; ribosome [GO:0005840]; synapse [GO:0045202]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; ribosome [GO:0005840]; synapse [GO:0045202]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]","RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]",550,14.63418711,14.72616493,16.43172611,17.59127397,16.40046255,16.72107248,15.99735593,17.39815915,16.45789384,16.63438566,0.673311045,-0.164185132,0.673311045,0.819907286,NA,1.71784261303317,"NS","Q9CR57"
"1603","Q9CR62","Q9CR62","reviewed","M2OM_MOUSE","Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11)","Slc25a11","Mus musculus (Mouse)",314,"gluconeogenesis [GO:0006094]; lipid transport [GO:0006869]; malate transmembrane transport [GO:0071423]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; alpha-ketoglutarate transmembrane transporter activity [GO:0015139]; antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; oxoglutarate:malate antiporter activity [GO:0015367]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]; transmembrane transporter activity [GO:0022857]; gluconeogenesis [GO:0006094]; lipid transport [GO:0006869]; malate transmembrane transport [GO:0071423]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]","alpha-ketoglutarate transmembrane transporter activity [GO:0015139]; antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; oxoglutarate:malate antiporter activity [GO:0015367]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]; transmembrane transporter activity [GO:0022857]",1395,12.73756343,13.85311409,16.02077122,16.58390103,16.08095772,16.33175336,14.1897172,15.67945966,15.02605494,15.31778218,0.016056992,-1.20109234,0.016056992,0.147869474,NA,17.9433580900477,"INT","Q9CR62"
"1604","Q9CR68","Q9CR68","reviewed","UCRI_MOUSE","Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence) (UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein)]","Uqcrfs1","Mus musculus (Mouse)",274,"cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; respiratory electron transport chain [GO:0022904]; response to antibiotic [GO:0046677]; response to hormone [GO:0009725]; response to xenobiotic stimulus [GO:0009410]","mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]","mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; protein-containing complex binding [GO:0044877]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; respiratory electron transport chain [GO:0022904]; response to antibiotic [GO:0046677]; response to hormone [GO:0009725]; response to xenobiotic stimulus [GO:0009410]","2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; protein-containing complex binding [GO:0044877]; ubiquinol-cytochrome-c reductase activity [GO:0008121]",1605,14.00241412,16.56739499,17.58221863,19.0161842,18.03080569,18.10247986,14.75751347,16.47215138,16.17859395,15.93607352,0.009167065,-2.346839017,0.009167065,0.131329092,NA,20.3776968923012,"INT","Q9CR68"
"1605","Q9CR86","Q9CR86","reviewed","CHSP1_MOUSE","Calcium-regulated heat stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24)","Carhsp1","Mus musculus (Mouse)",148,"regulation of mRNA stability [GO:0043488]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; P granule [GO:0043186]; P-body [GO:0000932]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; P granule [GO:0043186]; P-body [GO:0000932]; mRNA 3'-UTR binding [GO:0003730]; regulation of mRNA stability [GO:0043488]","mRNA 3'-UTR binding [GO:0003730]",1051,13.81829188,13.76481789,15.7540483,16.0882181,16.13391985,16.43830753,14.20262163,16.26822796,16.16629849,15.42282804,0.241221287,-0.588629416,0.241221287,0.489043157,NA,6.17584369754477,"NS","Q9CR86"
"1606","Q9CR88","Q9CR88","reviewed","RT14_MOUSE","28S ribosomal protein S14, mitochondrial (MRP-S14) (S14mt)","Mrps14","Mus musculus (Mouse)",128,"mitochondrial translation [GO:0032543]; translation [GO:0006412]","mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; small ribosomal subunit [GO:0015935]","mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; translation [GO:0006412]","structural constituent of ribosome [GO:0003735]",1461,13.05585858,14.51243185,16.71585477,17.37610843,17.17143094,16.96927409,14.66661237,16.37390169,15.79988869,15.75415679,0.016418796,-1.409527172,0.016418796,0.148622537,NA,17.846586931196,"INT","Q9CR88"
"1607","Q9CR99","Q9CR99","unreviewed","Q9CR99_MOUSE","RIKEN cDNA 4930544G11 gene","4930544G11Rik","Mus musculus (Mouse)",193,"actin filament organization [GO:0007015]; cell migration [GO:0016477]; cortical cytoskeleton organization [GO:0030865]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; small GTPase mediated signal transduction [GO:0007264]; stress fiber assembly [GO:0043149]","cell cortex [GO:0005938]; cell projection [GO:0042995]; cleavage furrow [GO:0032154]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; dendritic spine [GO:0043197]; plasma membrane [GO:0005886]","cell cortex [GO:0005938]; cell projection [GO:0042995]; cleavage furrow [GO:0032154]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; dendritic spine [GO:0043197]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]; actin filament organization [GO:0007015]; cell migration [GO:0016477]; cortical cytoskeleton organization [GO:0030865]; establishment or maintenance of cell polarity [GO:0007163]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; small GTPase mediated signal transduction [GO:0007264]; stress fiber assembly [GO:0043149]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]",86,10.31469653,9.177247,11.18034432,12.24798683,11.77577487,11.52806335,11.15450169,12.77924741,12.58233019,12.86577193,0.199819677,0.662420461,0.199819677,0.435379066,NA,6.99361747382573,"NS","Q9CR99"
"1608","Q9CRB8","Q9CRB8","reviewed","MTFP1_MOUSE","Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein) (MTP18)","Mtfp1 Mtp18","Mus musculus (Mouse)",166,"apoptotic process [GO:0006915]; mitochondrial fission [GO:0000266]; mitochondrial membrane organization [GO:0007006]; mitochondrion organization [GO:0007005]; response to muscle activity [GO:0014850]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; apoptotic process [GO:0006915]; mitochondrial fission [GO:0000266]; mitochondrial membrane organization [GO:0007006]; mitochondrion organization [GO:0007005]; response to muscle activity [GO:0014850]","",1535,11.46183752,14.09440763,15.45718847,16.25275782,15.64323615,15.7420199,13.32122348,14.47154821,14.01550217,14.20487677,0.017087745,-1.770512927,0.017087745,0.151221929,NA,17.6731524556909,"INT","Q9CRB8"
"1609","Q9CRC9","Q9CRC9","reviewed","GNPI2_MOUSE","Glucosamine-6-phosphate isomerase 2 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 2) (GNPDA 2) (GlcN6P deaminase 2)","Gnpda2 Kiaa4008","Mus musculus (Mouse)",276,"carbohydrate metabolic process [GO:0005975]; glucosamine catabolic process [GO:0006043]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; glucosamine-6-phosphate deaminase activity [GO:0004342]; identical protein binding [GO:0042802]; carbohydrate metabolic process [GO:0005975]; glucosamine catabolic process [GO:0006043]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]","glucosamine-6-phosphate deaminase activity [GO:0004342]; identical protein binding [GO:0042802]",664,10.51234542,10.25573676,13.05964865,14.30428001,13.27356251,13.59875041,12.39451629,14.06507949,13.760616,13.0096362,0.579238873,-0.251598402,0.579238873,0.761934637,NA,2.37142300120834,"NS","Q9CRC9"
"1610","Q9CRD0","Q9CRD0","reviewed","OCAD1_MOUSE","OCIA domain-containing protein 1","Ociad1 Asrij","Mus musculus (Mouse)",247,"regulation of stem cell differentiation [GO:2000736]","endosome [GO:0005768]; mitochondrion [GO:0005739]","endosome [GO:0005768]; mitochondrion [GO:0005739]; regulation of stem cell differentiation [GO:2000736]","",1215,12.84556477,12.66087006,15.84370108,16.1799898,15.64509943,16.11122239,14.55653066,15.69672086,15.4133751,15.08343514,0.021228022,-0.757487739,0.021228022,0.156394844,NA,16.7309047095439,"NS","Q9CRD0"
"1611","Q9CT10","Q9CT10","reviewed","RANB3_MOUSE","Ran-binding protein 3 (RanBP3)","Ranbp3","Mus musculus (Mouse)",491,"protein export from nucleus [GO:0006611]; regulation of catalytic activity [GO:0050790]","cytoplasm [GO:0005737]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","cytoplasm [GO:0005737]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; R-SMAD binding [GO:0070412]; small GTPase binding [GO:0031267]; protein export from nucleus [GO:0006611]; regulation of catalytic activity [GO:0050790]","R-SMAD binding [GO:0070412]; small GTPase binding [GO:0031267]",944,12.82519319,12.44959064,15.61050583,15.74051864,15.81423196,15.60231504,14.5215391,15.50192474,15.5904701,15.22068062,0.083959653,-0.48323923,0.083959653,0.291800073,NA,10.7592936499789,"NS","Q9CT10"
"1612","Q9CU62","Q9CU62","reviewed","SMC1A_MOUSE","Structural maintenance of chromosomes protein 1A (SMC protein 1A) (SMC-1-alpha) (SMC-1A) (Chromosome segregation protein SmcB) (Sb1.8)","Smc1a Sb1.8 Smc1 Smc1l1 Smcb","Mus musculus (Mouse)",1233,"cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]; mitotic spindle assembly [GO:0090307]; response to DNA damage checkpoint signaling [GO:0072423]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]; somatic stem cell population maintenance [GO:0035019]","cohesin complex [GO:0008278]; cytosol [GO:0005829]; kinetochore [GO:0000776]; meiotic cohesin complex [GO:0030893]; mitotic spindle pole [GO:0097431]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","cohesin complex [GO:0008278]; cytosol [GO:0005829]; kinetochore [GO:0000776]; meiotic cohesin complex [GO:0030893]; mitotic spindle pole [GO:0097431]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; mediator complex binding [GO:0036033]; protein heterodimerization activity [GO:0046982]; cell division [GO:0051301]; DNA repair [GO:0006281]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]; mitotic spindle assembly [GO:0090307]; response to DNA damage checkpoint signaling [GO:0072423]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]; somatic stem cell population maintenance [GO:0035019]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; mediator complex binding [GO:0036033]; protein heterodimerization activity [GO:0046982]",131,14.41580778,13.46798757,15.20499136,15.62690679,15.20327152,15.25753517,15.04106019,16.11123757,16.04031113,16.00930378,0.16795741,0.477301957,0.16795741,0.400835401,NA,7.74800831053512,"NS","Q9CU62"
"1613","Q9CWE0","Q9CWE0","reviewed","MFR1L_MOUSE","Mitochondrial fission regulator 1-like","Mtfr1l Fam54b","Mus musculus (Mouse)",289,"aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]","mitochondrion [GO:0005739]","mitochondrion [GO:0005739]; aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]","",1534,12.52047998,14.16562418,18.06987957,18.99360737,18.11842661,17.87651561,15.36055548,17.39740863,16.64996759,16.57083408,0.014621316,-1.769915844,0.014621316,0.14357075,NA,18.3501353669301,"INT","Q9CWE0"
"1614","Q9CWF2","Q9CWF2","reviewed","TBB2B_MOUSE","Tubulin beta-2B chain","Tubb2b","Mus musculus (Mouse)",445,"cerebral cortex development [GO:0021987]; embryonic brain development [GO:1990403]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]; modulation of chemical synaptic transmission [GO:0050804]; neuron migration [GO:0001764]; positive regulation of axon guidance [GO:1902669]","cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; Schaffer collateral - CA1 synapse [GO:0098685]","cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; Schaffer collateral - CA1 synapse [GO:0098685]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; structural constituent of cytoskeleton [GO:0005200]; cerebral cortex development [GO:0021987]; embryonic brain development [GO:1990403]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]; modulation of chemical synaptic transmission [GO:0050804]; neuron migration [GO:0001764]; positive regulation of axon guidance [GO:1902669]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; structural constituent of cytoskeleton [GO:0005200]",219,15.57012253,14.53970408,15.50946575,15.42636305,16.03185194,16.23535984,15.02462026,16.04891254,16.23691111,16.81001927,0.615055681,0.229355652,0.615055681,0.780794984,NA,2.11085565758864,"NS","Q9CWF2"
"1615","Q9CWH6","Q9CWH6","reviewed","PSMA8_MOUSE","Proteasome subunit alpha type-8 (Proteasome alpha 4 subunit) (Alpha4s) (Proteasome subunit alpha-type 7-like)","Psma8 Psma7l","Mus musculus (Mouse)",250,"cell differentiation [GO:0030154]; meiotic cell cycle [GO:0051321]; proteasomal protein catabolic process [GO:0010498]; regulation of meiosis I [GO:0060631]; spermatogenesis [GO:0007283]; ubiquitin-dependent protein catabolic process [GO:0006511]","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]; spermatoproteasome complex [GO:1990111]","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]; spermatoproteasome complex [GO:1990111]; cell differentiation [GO:0030154]; meiotic cell cycle [GO:0051321]; proteasomal protein catabolic process [GO:0010498]; regulation of meiosis I [GO:0060631]; spermatogenesis [GO:0007283]; ubiquitin-dependent protein catabolic process [GO:0006511]","",602,12.86087359,12.8001719,15.33573926,16.01415127,15.7252331,15.6396516,14.72168666,16.01919977,15.76994113,15.37778668,0.502574598,-0.20654025,0.502574598,0.712964834,NA,2.98799466056261,"NS","Q9CWH6"
"1616","Q9CWK8","Q9CWK8","reviewed","SNX2_MOUSE","Sorting nexin-2","Snx2","Mus musculus (Mouse)",519,"early endosome to Golgi transport [GO:0034498]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; lamellipodium morphogenesis [GO:0072673]; retrograde transport, endosome to Golgi [GO:0042147]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; endosome membrane [GO:0010008]; lamellipodium [GO:0030027]; lysosome [GO:0005764]; membrane [GO:0016020]; protein-containing complex [GO:0032991]; retromer complex [GO:0030904]; retromer, tubulation complex [GO:0030905]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; endosome membrane [GO:0010008]; lamellipodium [GO:0030027]; lysosome [GO:0005764]; membrane [GO:0016020]; protein-containing complex [GO:0032991]; retromer complex [GO:0030904]; retromer, tubulation complex [GO:0030905]; epidermal growth factor receptor binding [GO:0005154]; identical protein binding [GO:0042802]; insulin receptor binding [GO:0005158]; leptin receptor binding [GO:1990460]; phosphatidylinositol binding [GO:0035091]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; transferrin receptor binding [GO:1990459]; early endosome to Golgi transport [GO:0034498]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; lamellipodium morphogenesis [GO:0072673]; retrograde transport, endosome to Golgi [GO:0042147]","epidermal growth factor receptor binding [GO:0005154]; identical protein binding [GO:0042802]; insulin receptor binding [GO:0005158]; leptin receptor binding [GO:1990460]; phosphatidylinositol binding [GO:0035091]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; transferrin receptor binding [GO:1990459]",528,13.82564841,12.98003447,15.70111893,16.45395916,15.7627711,16.01827663,14.88907092,16.30318075,16.11394017,16.06187905,0.714953755,-0.142013736,0.714953755,0.844071724,NA,1.45722048545551,"NS","Q9CWK8"
