"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","1/4","287/30636",0.0369507558130663,0.0471242106603001,0.00434417634986152,"P10107",1
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","1/4","288/30636",0.0370776857605686,0.0471635847368891,0.00434780607500532,"P48025",1
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","1/4","290/30636",0.0373315080140668,0.0473189039011333,0.00436212427430321,"P48025",1
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","1/4","291/30636",0.0374584003217167,0.0473189039011333,0.00436212427430321,"P48025",1
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","1/4","292/30636",0.0375852800844032,0.0473189039011333,0.00436212427430321,"Q61554",1
"GO:0032368","GO:0032368","regulation of lipid transport","1/4","292/30636",0.0375852800844032,0.0473189039011333,0.00436212427430321,"P48025",1
"GO:0071772","GO:0071772","response to BMP","1/4","294/30636",0.0378390019781917,0.0473952805390105,0.00436916510489324,"Q61554",1
"GO:0071773","GO:0071773","cellular response to BMP stimulus","1/4","294/30636",0.0378390019781917,0.0473952805390105,0.00436916510489324,"Q61554",1
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","1/4","295/30636",0.0379658441109478,0.0474331538383598,0.00437265647990025,"P10107",1
"GO:0006606","GO:0006606","protein import into nucleus","1/4","299/30636",0.0384730872336754,0.0479448878978036,0.00441983102070008,"P48025",1
"GO:1990845","GO:1990845","adaptive thermogenesis","1/4","301/30636",0.0387266335616343,0.0481386761487657,0.00443769551805536,"P48025",1
"GO:1903034","GO:1903034","regulation of response to wounding","1/4","303/30636",0.0389801297428078,0.048331423494239,0.00445546405885364,"P10107",1
"GO:0051100","GO:0051100","negative regulation of binding","1/4","304/30636",0.0391068590304164,0.0483664175917745,0.004458690012748,"P60710",1
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","1/4","305/30636",0.039233575783808,0.0484012203765069,0.0044618983303458,"P10107",1
"GO:0051170","GO:0051170","import into nucleus","1/4","306/30636",0.0393602800038095,0.0484358332878959,0.00446508914434457,"P48025",1
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","1/4","307/30636",0.0394869716912474,0.0484702577510062,0.00446826258611483,"P48025",1
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","1/4","308/30636",0.0396136508469475,0.0485044951766863,0.00447141878571661,"P10107",1
"GO:0030183","GO:0030183","B cell differentiation","1/4","311/30636",0.0399936131318882,0.0488479205168087,0.00450307767654148,"P48025",1
"GO:0032675","GO:0032675","regulation of interleukin-6 production","1/4","312/30636",0.0401202421689033,0.0488809898385398,0.00450612619371253,"P48025",1
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","1/4","314/30636",0.0403734626609422,0.0490677479369372,0.00452334261183042,"P48025",1
"GO:0071103","GO:0071103","DNA conformation change","1/4","316/30636",0.0406266330491692,0.0492535230299805,0.00454046841095329,"P10107",1
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","1/4","318/30636",0.0408797533401938,0.0494383223892491,0.00455750426141647,"P10107",1
"GO:1903531","GO:1903531","negative regulation of secretion by cell","1/4","325/30636",0.0417652799387265,0.0503851411545816,0.00464478737195199,"P10107",1
"GO:0032635","GO:0032635","interleukin-6 production","1/4","326/30636",0.0418917336644448,0.0504138265422607,0.00464743175327948,"P48025",1
"GO:0007596","GO:0007596","blood coagulation","1/4","328/30636",0.0421446035685866,0.0505941328904059,0.00466405341255752,"P48025",1
"GO:0034612","GO:0034612","response to tumor necrosis factor","1/4","332/30636",0.0426501932108163,0.0508554252705176,0.00468814082245098,"P48025",1
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","1/4","332/30636",0.0426501932108163,0.0508554252705176,0.00468814082245098,"P10107",1
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","1/4","333/30636",0.0427765593415963,0.0508554252705176,0.00468814082245098,"P48025",1
"GO:0050817","GO:0050817","coagulation","1/4","333/30636",0.0427765593415963,0.0508554252705176,0.00468814082245098,"P48025",1
"GO:0008360","GO:0008360","regulation of cell shape","1/4","335/30636",0.0430292540732035,0.0509890606646793,0.00470046008914398,"P10107",1
"GO:0071674","GO:0071674","mononuclear cell migration","1/4","336/30636",0.0431555826756822,0.0509890606646793,0.00470046008914398,"P10107",1
"GO:0007599","GO:0007599","hemostasis","1/4","337/30636",0.0432818987703785,0.0509890606646793,0.00470046008914398,"P48025",1
"GO:0007179","GO:0007179","transforming growth factor beta receptor signaling pathway","1/4","338/30636",0.043408202358118,0.0509890606646793,0.00470046008914398,"Q61554",1
"GO:1905952","GO:1905952","regulation of lipid localization","1/4","338/30636",0.043408202358118,0.0509890606646793,0.00470046008914398,"P48025",1
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","1/4","343/30636",0.0440395327213584,0.0514843108718738,0.00474611505518399,"P10107",1
"GO:0050777","GO:0050777","negative regulation of immune response","1/4","343/30636",0.0440395327213584,0.0514843108718738,0.00474611505518399,"P10107",1
"GO:0001659","GO:0001659","temperature homeostasis","1/4","346/30636",0.0444181809086548,0.0518036266654383,0.00477555139160434,"P48025",1
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","1/4","348/30636",0.0446705505345064,0.0519745031100537,0.00479130374902414,"P48025",1
"GO:0043112","GO:0043112","receptor metabolic process","1/4","350/30636",0.0449228701688511,0.0520448576928573,0.00479778943250694,"P48025",1
"GO:0010594","GO:0010594","regulation of endothelial cell migration","1/4","351/30636",0.0450490112412716,0.0520448576928573,0.00479778943250694,"P10107",1
"GO:0010952","GO:0010952","positive regulation of peptidase activity","1/4","351/30636",0.0450490112412716,0.0520448576928573,0.00479778943250694,"P48025",1
"GO:0010721","GO:0010721","negative regulation of cell development","1/4","352/30636",0.045175139818291,0.0520680602131007,0.00479992837209418,"Q61554",1
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","1/4","354/30636",0.045427359489428,0.0522361440499043,0.00481542329112635,"P48025",1
"GO:0032640","GO:0032640","tumor necrosis factor production","1/4","356/30636",0.0456795291888634,0.052403385120869,0.00483084051923543,"P48025",1
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","1/4","357/30636",0.0458055953012558,0.0524255181653068,0.00483288086849221,"P60710",1
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","1/4","359/30636",0.0460576900555156,0.0525914553889725,0.00484817790058059,"P48025",1
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","1/4","362/30636",0.0464357385229681,0.0529001104751214,0.00487663147267708,"P48025",1
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","1/4","364/30636",0.0466877084016027,0.053064038947192,0.00489174332667865,"P10107",1
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/4","365/30636",0.0468136746134947,0.0530843284878197,0.00489361373132436,"P10107",1
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","1/4","368/30636",0.0471914983493675,0.0533894601141462,0.00492174249095999,"P10107",1
"GO:0043405","GO:0043405","regulation of MAP kinase activity","1/4","370/30636",0.0474433184316948,0.0534281407109224,0.00492530828721119,"P48025",1
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","1/4","370/30636",0.0474433184316948,0.0534281407109224,0.00492530828721119,"P10107",1
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","1/4","373/30636",0.0478209549592983,0.0536447074455787,0.00494527263406556,"P48025",1
"GO:0045088","GO:0045088","regulation of innate immune response","1/4","374/30636",0.0479468088462283,0.0536447074455787,0.00494527263406556,"P48025",1
"GO:0002757","GO:0002757","immune response-activating signal transduction","1/4","375/30636",0.0480726502567304,0.0536447074455787,0.00494527263406556,"P48025",1
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","1/4","375/30636",0.0480726502567304,0.0536447074455787,0.00494527263406556,"P10107",1
"GO:0051048","GO:0051048","negative regulation of secretion","1/4","379/30636",0.0485758911509514,0.0540833618029867,0.00498571027447407,"P10107",1
"GO:0009913","GO:0009913","epidermal cell differentiation","1/4","382/30636",0.0489531908595265,0.0543801283077546,0.00501306788987769,"P10107",1
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","1/4","385/30636",0.0493303783396136,0.0545522877584466,0.00502893852205639,"P10107",1
"GO:0019722","GO:0019722","calcium-mediated signaling","1/4","385/30636",0.0493303783396136,0.0545522877584466,0.00502893852205639,"P48025",1
"GO:0000302","GO:0000302","response to reactive oxygen species","1/4","387/30636",0.0495817743215033,0.0545844197126864,0.00503190062738882,"P10107",1
"GO:0002262","GO:0002262","myeloid cell homeostasis","1/4","387/30636",0.0495817743215033,0.0545844197126864,0.00503190062738882,"P10107",1
"GO:0017038","GO:0017038","protein import","1/4","388/30636",0.0497074536134705,0.0546003573248636,0.00503336984664837,"P48025",1
"GO:0033673","GO:0033673","negative regulation of kinase activity","1/4","390/30636",0.0499587748035705,0.0547539250637346,0.00504752658964645,"P60710",1
"GO:0043393","GO:0043393","regulation of protein binding","1/4","393/30636",0.0503356631164976,0.0550441215817379,0.00507427854649958,"P60710",1
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","1/4","397/30636",0.0508380064201974,0.0553608595139183,0.00510347724107297,"P48025",1
"GO:0045216","GO:0045216","cell-cell junction organization","1/4","398/30636",0.0509635611003891,0.0553608595139183,0.00510347724107297,"P60710",1
"GO:0048771","GO:0048771","tissue remodeling","1/4","398/30636",0.0509635611003891,0.0553608595139183,0.00510347724107297,"P48025",1
"GO:0006006","GO:0006006","glucose metabolic process","1/4","399/30636",0.0510891033239357,0.0553747234703144,0.00510475529901065,"Q61554",1
"GO:0050866","GO:0050866","negative regulation of cell activation","1/4","401/30636",0.0513401504043884,0.0554158700309316,0.00510854842176023,"P10107",1
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/4","402/30636",0.0514656552629426,0.0554158700309316,0.00510854842176023,"P48025",1
"GO:1905475","GO:1905475","regulation of protein localization to membrane","1/4","402/30636",0.0514656552629426,0.0554158700309316,0.00510854842176023,"P60710",1
"GO:0098657","GO:0098657","import into cell","1/4","406/30636",0.0519675501718996,0.0557247482593117,0.00513702256437004,"P60710",1
"GO:0002819","GO:0002819","regulation of adaptive immune response","1/4","407/30636",0.0520929927719431,0.0557247482593117,0.00513702256437004,"P10107",1
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","1/4","407/30636",0.0520929927719431,0.0557247482593117,0.00513702256437004,"P48025",1
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","1/4","408/30636",0.0522184229227556,0.0557374905545065,0.00513819722123224,"P48025",1
"GO:0042180","GO:0042180","cellular ketone metabolic process","1/4","410/30636",0.0524692458799826,0.0558837304274869,0.00515167844009419,"P10107",1
"GO:0099173","GO:0099173","postsynapse organization","1/4","413/30636",0.0528453869671833,0.0561625216469416,0.00517737899200019,"P60710",1
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","1/4","414/30636",0.0529707424399072,0.0561741566695344,0.00517845157420941,"P48025",1
"GO:0030073","GO:0030073","insulin secretion","1/4","415/30636",0.0530960854691654,0.0561857283736212,0.00517951831936051,"P10107",1
"GO:0002685","GO:0002685","regulation of leukocyte migration","1/4","416/30636",0.0532214160557815,0.0561972371685778,0.00518057926519208,"P10107",1
"GO:0048545","GO:0048545","response to steroid hormone","1/4","417/30636",0.0533467342005789,0.0562086834602666,0.0051816344491188,"P10107",1
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","1/4","423/30636",0.0540983818372821,0.0568785984627527,0.00524339100417701,"Q61554",1
"GO:0090068","GO:0090068","positive regulation of cell cycle process","1/4","424/30636",0.0542236129124036,0.0568884485897226,0.00524429904460944,"P10107",1
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","1/4","426/30636",0.0544740377577748,0.057029323111018,0.00525728565499791,"P10107",1
"GO:0071559","GO:0071559","response to transforming growth factor beta","1/4","430/30636",0.0549747382520765,0.0574310563441906,0.00529431969728845,"Q61554",1
"GO:0043542","GO:0043542","endothelial cell migration","1/4","431/30636",0.0550998822978616,0.0574395800599788,0.00529510546163381,"P10107",1
"GO:0060348","GO:0060348","bone development","1/4","432/30636",0.0552250139141773,0.0574480547285192,0.00529588670452637,"Q61554",1
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","1/4","435/30636",0.0556003341945345,0.0577162031490834,0.00532060614301765,"Q61554",1
"GO:0001906","GO:0001906","cell killing","1/4","436/30636",0.0557254161012007,0.0577240069740286,0.00532132554375224,"P48025",1
"GO:0030100","GO:0030100","regulation of endocytosis","1/4","446/30636",0.0569755519091075,0.0588947283944669,0.00542924926779307,"P48025",1
"GO:0099504","GO:0099504","synaptic vesicle cycle","1/4","447/30636",0.0571004971821238,0.0588998825975269,0.0054297244113917,"P60710",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","1/4","451/30636",0.0576001541193691,0.0592907246805246,0.00546575444584105,"P60710",1
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","1/4","452/30636",0.0577250373190884,0.0592949651122854,0.00546614535283154,"P60710",1
"GO:0019318","GO:0019318","hexose metabolic process","1/4","453/30636",0.0578499081066157,0.0592991751155497,0.00546653345475107,"Q61554",1
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","1/4","454/30636",0.0579747664827736,0.0593033548813371,0.00546691876920891,"P48025",1
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","1/4","456/30636",0.0582244460042707,0.0594349334471869,0.00547904842583136,"Q61554",1
"GO:0071216","GO:0071216","cellular response to biotic stimulus","1/4","457/30636",0.0583492671512552,0.0594387762889343,0.00547940268072499,"P48025",1
"GO:0002274","GO:0002274","myeloid leukocyte activation","1/4","460/30636",0.0587236561470181,0.0596963046960371,0.00550314310629134,"P48025",1
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","1/4","464/30636",0.0592226677999576,0.060079193987147,0.00553844000739055,"Q61554",1
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","1/4","467/30636",0.0595967963123817,0.0603340762667617,0.00556193649795423,"P48025",1
"GO:0031349","GO:0031349","positive regulation of defense response","1/4","471/30636",0.0600954607347735,0.0607137267917156,0.00559693483126545,"P48025",1
"GO:0005996","GO:0005996","monosaccharide metabolic process","1/4","479/30636",0.0610921945968105,0.061593978536004,0.00567808141718978,"Q61554",1
"GO:0046777","GO:0046777","protein autophosphorylation","1/4","481/30636",0.0613412541459345,0.0617183520197825,0.00568954686858323,"P48025",1
"GO:0010632","GO:0010632","regulation of epithelial cell migration","1/4","491/30636",0.0625858087219213,0.0628417833997206,0.00579311112914136,"P10107",1
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","1/4","493/30636",0.0628345710491992,0.062962804867667,0.00580426757275095,"P60710",1
"GO:0043588","GO:0043588","skin development","1/4","500/30636",0.0637048493152524,0.0637048493152524,0.0058726734281399,"P10107",1
