"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","Subcellular.location..CC.","Transmembrane","Protein","INT_F.1","INT_F.2","INT_M.1","INT_M.2","pvalue","log2FC","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","Gene"
"11","A2AJ88","A2AJ88","reviewed","PLPL7_MOUSE","Patatin-like phospholipase domain-containing protein 7 (EC 3.1.1.-) (EC 3.1.1.5) (Neuropathy target esterase-related esterase) (NRE) (NTE-related esterase)","Pnpla7","Mus musculus (Mouse)",1352,"phosphatidylcholine catabolic process [GO:0034638]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]; phosphatidylcholine catabolic process [GO:0034638]","lysophospholipase activity [GO:0004622]; phosphatidyl phospholipase B activity [GO:0102545]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18086666, ECO:0000269|PubMed:28887301}; Single-pass type III membrane protein {ECO:0000269|PubMed:28887301}. Lipid droplet {ECO:0000269|PubMed:18086666, ECO:0000269|PubMed:28887301}.; SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22326266}; Single-pass type III membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22326266}; Single-pass type III membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22326266}; Single-pass type III membrane protein {ECO:0000305}.","TRANSMEM 37..57; /note=Helical; /evidence=ECO:0000255","A2AJ88",15.13354362,16.02935194,15.21295229,15.04332639,0.501505279,0.453308442,0.453308442,0.501505279,0.99991031,"Pnpla7"
"12","A2AN08","A2AN08","reviewed","UBR4_MOUSE","E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600)","Ubr4 Kiaa0462 Zubr1","Mus musculus (Mouse)",5180,"negative regulation of fatty acid biosynthetic process [GO:0045717]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]","centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]","centrosome [GO:0005813]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; negative regulation of fatty acid biosynthetic process [GO:0045717]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]","calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Nucleus {ECO:0000250}. Note=Concentrates at the leading edge of membrane structures involved in actin motility. {ECO:0000250}.","TRANSMEM 329..349; /note=Helical; /evidence=ECO:0000255; TRANSMEM 408..428; /note=Helical; /evidence=ECO:0000255","A2AN08",15.91491974,16.39222698,16.11098412,15.99636594,0.875488564,0.09989833,0.09989833,0.875488564,0.99991031,"Ubr4"
"13","A2APT9","A2APT9","reviewed","KLD7A_MOUSE","Kelch domain-containing protein 7A","Klhdc7a","Mus musculus (Mouse)",773,"","membrane [GO:0016020]","membrane [GO:0016020]","","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.","TRANSMEM 23..40; /note=Helical; /evidence=ECO:0000255","A2APT9",16.53974459,17.50360694,16.95046432,16.94145232,0.91639376,0.07571745,0.07571745,0.91639376,0.99991031,"Klhdc7a"
"14","A2ARP1","A2ARP1","reviewed","VIP1_MOUSE","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog)","Ppip5k1 Hisppd2a Kiaa0377 Vip1","Mus musculus (Mouse)",1436,"inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; phosphorylation [GO:0016310]","cytosol [GO:0005829]; plasma membrane [GO:0005886]","cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; diphosphoinositol-pentakisphosphate kinase activity [GO:0033857]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]; inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; phosphorylation [GO:0016310]","ATP binding [GO:0005524]; diphosphoinositol-pentakisphosphate kinase activity [GO:0033857]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q6PFW1}. Cell membrane {ECO:0000250|UniProtKB:Q6PFW1}. Note=Relocalizes to the plasma membrane upon activation of the PtdIns 3-kinase pathway. {ECO:0000250|UniProtKB:Q6PFW1}.","","A2ARP1",15.17219622,15.66704682,15.40331688,15.43959003,0.996815442,-0.001831935,-0.001831935,0.996815442,0.99991031,"Ppip5k1"
"15","A2ARP1","A2ARP1","reviewed","VIP1_MOUSE","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog)","Ppip5k1 Hisppd2a Kiaa0377 Vip1","Mus musculus (Mouse)",1436,"inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; phosphorylation [GO:0016310]","cytosol [GO:0005829]; plasma membrane [GO:0005886]","cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; diphosphoinositol-pentakisphosphate kinase activity [GO:0033857]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]; inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; phosphorylation [GO:0016310]","ATP binding [GO:0005524]; diphosphoinositol-pentakisphosphate kinase activity [GO:0033857]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate kinase activity [GO:0000828]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q6PFW1}. Cell membrane {ECO:0000250|UniProtKB:Q6PFW1}. Note=Relocalizes to the plasma membrane upon activation of the PtdIns 3-kinase pathway. {ECO:0000250|UniProtKB:Q6PFW1}.","","A2ARP1;Q6ZQB6",15.05418033,15.88402739,15.64176954,15.52331691,0.778656739,-0.113439364,-0.113439364,0.778656739,0.99991031,"Ppip5k1"
"16","A2AWA9","A2AWA9","reviewed","RBGP1_MOUSE","Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA)","Rabgap1 Kiaa4104","Mus musculus (Mouse)",1064,"cell cycle [GO:0007049]","cytosol [GO:0005829]; microtubule organizing center [GO:0005815]","cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; GTPase activator activity [GO:0005096]; small GTPase binding [GO:0031267]; cell cycle [GO:0007049]","GTPase activator activity [GO:0005096]; small GTPase binding [GO:0031267]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9Y3P9}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9Y3P9}. Note=Predominantly cytosolic but also associated with the centrosome. {ECO:0000250|UniProtKB:Q9Y3P9}.","","A2AWA9",14.79086709,15.56353524,15.12174613,14.94349387,0.805890287,0.144581162,0.144581162,0.805890287,0.99991031,"Rabgap1"
"17","A3KGS3","A3KGS3","reviewed","RGPA2_MOUSE","Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (P220)","Ralgapa2 Kiaa1272","Mus musculus (Mouse)",1872,"activation of GTPase activity [GO:0090630]; Ral protein signal transduction [GO:0032484]; regulation of exocyst localization [GO:0060178]; regulation of protein localization [GO:0032880]; regulation of small GTPase mediated signal transduction [GO:0051056]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]; activation of GTPase activity [GO:0090630]; Ral protein signal transduction [GO:0032484]; regulation of exocyst localization [GO:0060178]; regulation of protein localization [GO:0032880]; regulation of small GTPase mediated signal transduction [GO:0051056]","GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.","","A3KGS3",15.13581804,15.45929949,15.48880471,15.07208222,0.985624783,0.017115306,0.017115306,0.985624783,0.99991031,"Ralgapa2"
"18","A6H8H2","A6H8H2","reviewed","DEN4C_MOUSE","DENN domain-containing protein 4C","Dennd4c","Mus musculus (Mouse)",1906,"cellular response to insulin stimulus [GO:0032869]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; regulation of Rab protein signal transduction [GO:0032483]","cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; retromer complex [GO:0030904]","cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; retromer complex [GO:0030904]; guanyl-nucleotide exchange factor activity [GO:0005085]; cellular response to insulin stimulus [GO:0032869]; protein localization to plasma membrane [GO:0072659]; protein transport [GO:0015031]; regulation of Rab protein signal transduction [GO:0032483]","guanyl-nucleotide exchange factor activity [GO:0005085]","SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000269|PubMed:21454697}. Cell membrane {ECO:0000269|PubMed:21454697}. Cytoplasm, cytosol {ECO:0000269|PubMed:21454697}. Note=Associates with SLC2A4/GLUT4 storage vesicles.","","A6H8H2",15.67538502,16.33175671,15.86348705,16.05768124,0.934955711,0.042986722,0.042986722,0.934955711,0.99991031,"Dennd4c"
"19","A8DUK4","A8DUK4","unreviewed","A8DUK4_MOUSE","Beta-globin (Globin a1) (Hemoglobin, beta adult s chain) (Hemoglobin, beta adult t chain)","Hbb-bs Glna1 Hbb-bt Hbbt1 Hbbt2","Mus musculus (Mouse)",147,"cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]; cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]","","","A8DUK4;P02088",17.89700802,16.84302478,17.83959868,17.7412958,0.441071533,-0.420430844,-0.420430844,0.441071533,0.99991031,"Hbb-bs"
"20","A8DUK4","A8DUK4","unreviewed","A8DUK4_MOUSE","Beta-globin (Globin a1) (Hemoglobin, beta adult s chain) (Hemoglobin, beta adult t chain)","Hbb-bs Glna1 Hbb-bt Hbbt1 Hbbt2","Mus musculus (Mouse)",147,"cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]; cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]","","","A8DUK4;P02088;P02089",15.47090918,15.19867717,15.77387374,15.78603985,0.431364171,-0.445163619,-0.445163619,0.431364171,0.99991031,"Hbb-bs"
"21","A8DUK4","A8DUK4","unreviewed","A8DUK4_MOUSE","Beta-globin (Globin a1) (Hemoglobin, beta adult s chain) (Hemoglobin, beta adult t chain)","Hbb-bs Glna1 Hbb-bt Hbbt1 Hbbt2","Mus musculus (Mouse)",147,"cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]; cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]","","","A8DUK4;P02088;P02089;CON__Q3SX09",15.89749098,16.24564555,16.38991697,15.77640733,0.98445076,-0.01159389,-0.01159389,0.98445076,0.99991031,"Hbb-bs"
"22","A8DUK4","A8DUK4","unreviewed","A8DUK4_MOUSE","Beta-globin (Globin a1) (Hemoglobin, beta adult s chain) (Hemoglobin, beta adult t chain)","Hbb-bs Glna1 Hbb-bt Hbbt1 Hbbt2","Mus musculus (Mouse)",147,"cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]; cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]","","","A8DUK4;P02088;P02089;CON__Q3SX09;P02104;CON__P02070",16.57344009,16.54239712,16.45058302,16.69152544,0.967083323,-0.013135624,-0.013135624,0.967083323,0.99991031,"Hbb-bs"
"23","A8DUK4","A8DUK4","unreviewed","A8DUK4_MOUSE","Beta-globin (Globin a1) (Hemoglobin, beta adult s chain) (Hemoglobin, beta adult t chain)","Hbb-bs Glna1 Hbb-bt Hbbt1 Hbbt2","Mus musculus (Mouse)",147,"cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]","extracellular space [GO:0005615]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]; cellular oxidant detoxification [GO:0098869]; hydrogen peroxide catabolic process [GO:0042744]","heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; hemoglobin beta binding [GO:0031722]; hemoglobin binding [GO:0030492]; metal ion binding [GO:0046872]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]","","","A8DUK4",17.47835128,16.88410324,17.20871233,17.82170711,0.568137481,-0.333982461,-0.333982461,0.568137481,0.99991031,"Hbb-bs"
"24","B1AY13","B1AY13","reviewed","UBP24_MOUSE","Ubiquitin carboxyl-terminal hydrolase 24 (EC 3.4.19.12) (Deubiquitinating enzyme 24) (Ubiquitin thioesterase 24) (Ubiquitin-specific-processing protease 24)","Usp24","Mus musculus (Mouse)",2617,"proteolysis [GO:0006508]","cytosol [GO:0005829]; nucleus [GO:0005634]","cytosol [GO:0005829]; nucleus [GO:0005634]; cysteine-type deubiquitinase activity [GO:0004843]; proteolysis [GO:0006508]","cysteine-type deubiquitinase activity [GO:0004843]","","","B1AY13",14.36165252,15.06478103,14.67997301,14.53372135,0.86425922,0.106369594,0.106369594,0.86425922,0.99991031,"Usp24"
"25","B2RQC6","B2RQC6","reviewed","PYR1_MOUSE","CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]","Cad","Mus musculus (Mouse)",2225,"'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; animal organ regeneration [GO:0031100]; cellular response to epidermal growth factor stimulus [GO:0071364]; citrulline biosynthetic process [GO:0019240]; female pregnancy [GO:0007565]; glutamine metabolic process [GO:0006541]; heart development [GO:0007507]; lactation [GO:0007595]; liver development [GO:0001889]; response to amine [GO:0014075]; response to caffeine [GO:0031000]; response to cortisol [GO:0051414]; response to insulin [GO:0032868]; response to starvation [GO:0042594]; response to testosterone [GO:0033574]; UDP biosynthetic process [GO:0006225]; UTP biosynthetic process [GO:0006228]; xenobiotic metabolic process [GO:0006805]","cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuronal cell body [GO:0043025]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; terminal bouton [GO:0043195]","cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuronal cell body [GO:0043025]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; terminal bouton [GO:0043195]; amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; dihydroorotase activity [GO:0004151]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein kinase activity [GO:0004672]; UTP binding [GO:0002134]; zinc ion binding [GO:0008270]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; animal organ regeneration [GO:0031100]; cellular response to epidermal growth factor stimulus [GO:0071364]; citrulline biosynthetic process [GO:0019240]; female pregnancy [GO:0007565]; glutamine metabolic process [GO:0006541]; heart development [GO:0007507]; lactation [GO:0007595]; liver development [GO:0001889]; response to amine [GO:0014075]; response to caffeine [GO:0031000]; response to cortisol [GO:0051414]; response to insulin [GO:0032868]; response to starvation [GO:0042594]; response to testosterone [GO:0033574]; UDP biosynthetic process [GO:0006225]; UTP biosynthetic process [GO:0006228]; xenobiotic metabolic process [GO:0006805]","amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; dihydroorotase activity [GO:0004151]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein kinase activity [GO:0004672]; UTP binding [GO:0002134]; zinc ion binding [GO:0008270]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Cytosolic and unphosphorylated in resting cells, translocates to the nucleus in response to EGF stimulation, nuclear import promotes optimal cell growth. {ECO:0000250}.","","B2RQC6",14.80039618,15.48227737,14.65331076,15.20942972,0.743123956,0.20996653,0.20996653,0.743123956,0.99991031,"Cad"
"26","B2RXC1","B2RXC1","reviewed","TPC11_MOUSE","Trafficking protein particle complex subunit 11","Trappc11","Mus musculus (Mouse)",1133,"constitutive secretory pathway [GO:0045054]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; regulation of protein complex stability [GO:0061635]; vesicle tethering [GO:0099022]","cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008]; TRAPPIII protein complex [GO:1990072]","cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008]; TRAPPIII protein complex [GO:1990072]; constitutive secretory pathway [GO:0045054]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; regulation of protein complex stability [GO:0061635]; vesicle tethering [GO:0099022]","","SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250|UniProtKB:Q7Z392}. Golgi apparatus, cis-Golgi network {ECO:0000250}.","","B2RXC1",15.49585503,15.98731889,15.69463863,15.65466499,0.896060409,0.066935151,0.066935151,0.896060409,0.99991031,"Trappc11"
"27","B2RXM2","B2RXM2","unreviewed","B2RXM2_MOUSE","EG627828 protein","Gm6793 EG627828 Hnrnpa3","Mus musculus (Mouse)",351,"mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","nucleus [GO:0005634]","nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","RNA binding [GO:0003723]","SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.","","B2RXM2;J3QNY1",15.34099869,16.38913465,15.43451814,15.68838692,0.653634013,0.303614139,0.303614139,0.653634013,0.99991031,"Gm6793"
"28","D3YTP3","D3YTP3","unreviewed","D3YTP3_MOUSE","Metaxin","Mtx3","Mus musculus (Mouse)",312,"mitochondrion organization [GO:0007005]; protein transport [GO:0015031]","cytoplasm [GO:0005737]; SAM complex [GO:0001401]","cytoplasm [GO:0005737]; SAM complex [GO:0001401]; mitochondrion organization [GO:0007005]; protein transport [GO:0015031]","","SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}. Mitochondrion outer membrane {ECO:0000256|ARBA:ARBA00004294, ECO:0000256|PIRNR:PIRNR038150}.","","D3YTP3",17.14292856,17.2413896,16.74195933,16.98413485,0.516238343,0.329111994,0.329111994,0.516238343,0.99991031,"Mtx3"
"29","D3Z3L3","D3Z3L3","unreviewed","D3Z3L3_MOUSE","Tripartite motif-containing 12C","Trim12c","Mus musculus (Mouse)",497,"activation of innate immune response [GO:0002218]; autophagy [GO:0006914]; innate immune response [GO:0045087]; negative regulation of viral entry into host cell [GO:0046597]; positive regulation of autophagy [GO:0010508]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of MAPK cascade [GO:0043410]; regulation of lipopolysaccharide-mediated signaling pathway [GO:0031664]; regulation of protein localization [GO:0032880]; regulation of viral entry into host cell [GO:0046596]; suppression of viral release by host [GO:0044790]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; P-body [GO:0000932]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; P-body [GO:0000932]; identical protein binding [GO:0042802]; pattern recognition receptor activity [GO:0038187]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein-macromolecule adaptor activity [GO:0030674]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; activation of innate immune response [GO:0002218]; autophagy [GO:0006914]; innate immune response [GO:0045087]; negative regulation of viral entry into host cell [GO:0046597]; positive regulation of autophagy [GO:0010508]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of MAPK cascade [GO:0043410]; regulation of lipopolysaccharide-mediated signaling pathway [GO:0031664]; regulation of protein localization [GO:0032880]; regulation of viral entry into host cell [GO:0046596]; suppression of viral release by host [GO:0044790]","identical protein binding [GO:0042802]; pattern recognition receptor activity [GO:0038187]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein-macromolecule adaptor activity [GO:0030674]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]","","","D3Z3L3",14.04712391,14.37958143,14.47256393,14.27583351,0.752501882,-0.160846044,-0.160846044,0.752501882,0.99991031,"Trim12c"
